(preliminary,1) -> 3.204662511748219
(several,2619) -> 1.3233762257520605
(relationships,2619) -> 1.5269381246850406
(established,2619) -> 1.5313703164251486
(graphs,2619) -> 2.580814374055122
(preconditions,2619) -> 4.5056925074122
(place,2619) -> 1.606627815341144
(additional,2619) -> 1.443324686897308
(restrictions,2619) -> 1.606627815341144
(coloration,2619) -> 2.7528462537061
(correspond,2619) -> 1.7016806257690453
(unavailability,2619) -> 1.87642312685305
(constraints,2619) -> 1.4873475016612283
(preassigned,2619) -> 1.7259081290210594
(meetings,2619) -> 1.7016806257690453
(using,2619) -> 1.2661958563367457
(recent,2619) -> 1.4873475016612283
(results,2619) -> 1.2928096890653173
(convert,2619) -> 1.637862499493219
(without,2619) -> 1.3979696637571208
(shown,2619) -> 1.303359109013931
(required,2619) -> 1.354833169184363
(execution,2620) -> 1.1642369647291744
(time,2620) -> 1.645745613410504
(requirements,2620) -> 1.1660594467397942
(encipherment,2620) -> 4.204662511748219
(programs,2620) -> 1.1092392743330948
(although,2620) -> 1.1765329817917956
(often,2620) -> 1.1789689163777402
(discussed,2620) -> 1.1061647711494125
(means,2620) -> 1.1551449997972876
(protect,2620) -> 1.2903632516084238
(computer,2620) -> 1.0729718176282832
(data,2620) -> 1.3764105772640443
(costs,2620) -> 1.2074328743253213
(well,2620) -> 1.1426511261364576
(established,2620) -> 1.2125481265700595
(five,2620) -> 1.1949390006644913
(experiments,2620) -> 1.1798122331314265
(conducted,2620) -> 1.2426511261364577
(measure,2620) -> 1.4853022522729151
(cpu,2620) -> 1.4453877812918743
(cdc,2620) -> 1.2250420002308895
(6400,2620) -> 1.3028571252692538
(required,2620) -> 1.4257998030212355
(additive,2620) -> 1.320466251174822
(ciphers,2620) -> 1.2903632516084238
(programmed,2620) -> 1.2000542529092295
(assembly,2620) -> 1.4215504997480326
(language,2620) -> 1.204849975781979
(fortran,2620) -> 1.2838665353474905
(null,2620) -> 1.3028571252692538
(transformation,2620) -> 1.2028571252692537
(move,2620) -> 1.510289999594575
(without,2620) -> 1.477563596508545
(one,2620) -> 1.20513711289101
(word,2620) -> 1.5528804027191878
(key,2620) -> 2.089297856430212
(125,2620) -> 1.320466251174822
(double,2620) -> 1.25056925074122
(using,2620) -> 1.1064783425346982
(pseudo,2620) -> 1.4719128943467923
(random,2620) -> 1.3152547163395816
(results,2620) -> 1.117123875626127
(analyzed,2620) -> 1.178141663781141
(consistency,2620) -> 1.2806722503076182
(100,2620) -> 1.2359564471733961
(runs,2620) -> 1.2183473212678282
(effects,2620) -> 1.2028571252692537
(constant,2620) -> 1.4117068952139962
(intermittent,2620) -> 1.3028571252692538
(errors,2620) -> 1.1706351957958618
(considered,2620) -> 1.147226875192525
(timing,2620) -> 1.2329601248356519
(rates,2620) -> 1.2391749155105363
(ranged,2620) -> 1.320466251174822
(498,2620) -> 1.35056925074122
(800,2620) -> 1.2903632516084238
(characters,2620) -> 1.387498156669041
(per,2620) -> 1.387498156669041
(second,2620) -> 1.3272921575362449
(cipher,2620) -> 1.5807265032168476
(2,2620) -> 1.1415787395972803
(092,2620) -> 1.35056925074122
(000,2620) -> 1.2250420002308895
(latter,2620) -> 1.2426511261364577
(almost,2620) -> 1.222693890645937
(equivalent,2620) -> 1.205853447606998
(rate,2620) -> 1.2074328743253213
(simply,2620) -> 1.2329601248356519
(tests,2620) -> 1.205853447606998
(four,2620) -> 1.1798122331314265
(times,2620) -> 1.1862239830926014
(much,2620) -> 1.1734840495770056
(paper,2620) -> 1.0867203250457562
(introduces,2620) -> 1.25056925074122
(idea,2620) -> 1.2464299822253975
(enciphering,2620) -> 1.70113850148244
(coefficient,2620) -> 1.25056925074122
(ratio,2620) -> 1.2275243586033926
(taken,2620) -> 1.205853447606998
(fetch,2620) -> 1.3028571252692538
(store,2620) -> 1.1937490783345206
(high,2621) -> 1.5324024961778502
(security,2621) -> 1.767190841585425
(log,2621) -> 1.7210899421966646
(procedure,2621) -> 1.4481081683924084
(protection,2621) -> 1.7025841662467207
(time,2621) -> 1.307497911147859
(sharing,2621) -> 1.5665041778094375
(systems,2621) -> 1.3344217958092557
(unauthorized,2621) -> 2.1685641691374
(users,2621) -> 1.568783985986206
(often,2621) -> 1.596563054592467
(achieved,2621) -> 1.6861781586899935
(use,2621) -> 1.320541487687308
(passwords,2621) -> 4.5056925074122
(using,2621) -> 1.354927808448994
(one,2621) -> 2.025685564455049
(way,2621) -> 2.642369647291744
(ciphers,2621) -> 2.9357550107228247
(code,2621) -> 1.510854884604167
(risks,2621) -> 2.1685641691374
(involved,2621) -> 1.6714436045259757
(storing,2621) -> 1.767190841585425
(computer,2621) -> 1.243239392094277
(avoided,2621) -> 2.0095237508975123
(discuss,2621) -> 1.8214332740846584
(selection,2621) -> 1.638209300128567
(suitable,2621) -> 1.6240746839442044
(cipher,2621) -> 1.9678775053614124
(suggest,2621) -> 1.8214332740846584
(purpose,2621) -> 1.4921029099089966
(polynomials,2621) -> 1.6174933312122854
(prime,2621) -> 1.6914429144177374
(modulus,2621) -> 1.9678775053614124
(superior,2621) -> 1.7146548904648689
(derived,2621) -> 1.562049523956777
(sannon,2621) -> 2.1685641691374
(codes,2621) -> 1.6861781586899935
(user,2622) -> 2.159030124860582
(authentication,2622) -> 2.7421795096505424
(scheme,2622) -> 2.2999031321051273
(requiring,2622) -> 1.4409325023496438
(secrecy,2622) -> 2.40227700296488
(computer,2622) -> 1.4378309057696985
(many,2622) -> 1.2670861584034485
(operating,2622) -> 1.3055937804246704
(systems,2622) -> 1.2006530774855535
(authenticates,2622) -> 1.70113850148244
(entering,2622) -> 1.5807265032168476
(secret,2622) -> 2.122689001230473
(password,2622) -> 4.204662511748219
(known,2622) -> 1.6432261664487036
(solely,2622) -> 1.5807265032168476
(system,2622) -> 1.8015419905724008
(compares,2622) -> 1.4853022522729151
(one,2622) -> 1.20513711289101
(recorded,2622) -> 1.492859964450795
(table,2622) -> 2.3489188574962654
(available,2622) -> 1.3142388112337264
(program,2622) -> 1.1854106594888256
(integrity,2622) -> 1.6057142505385076
(depends,2622) -> 1.460314504951255
(keeping,2622) -> 1.5455082514057112
(paper,2622) -> 1.346881300183025
(presented,2622) -> 1.1849535063473162
(require,2622) -> 1.3724479661852025
(aspects,2622) -> 1.3613445006152363
(including,2622) -> 1.3499635303479418
(relevant,2622) -> 1.4500840004617788
(code,2622) -> 1.3065129307625003
(data,2622) -> 1.1882052886320222
(bases,2622) -> 1.5321188934795886
(may,2622) -> 1.4836109268602675
(anyone,2622) -> 1.5807265032168476
(attempting,2622) -> 1.5613445006152364
(intrude,2622) -> 1.70113850148244
(based,2622) -> 1.2481749368805328
(using,2622) -> 1.2129566850693965
(function,2622) -> 1.4871563109927897
(h,2622) -> 2.438497865051411
(would,2622) -> 1.7658511601542806
(intruder,2622) -> 2.40227700296488
(unable,2622) -> 1.640932502349644
(invert,2622) -> 2.122689001230473
(applied,2622) -> 1.30113850148244
(result,2622) -> 1.3499635303479418
(compared,2622) -> 1.3261262488041
(entry,2622) -> 1.394842718073989
(match,2622) -> 1.50113850148244
(interpreted,2622) -> 1.510289999594575
(know,2622) -> 1.50113850148244
(access,2622) -> 1.3412703915917237
(penetrate,2622) -> 1.640932502349644
(determine,2622) -> 1.3744448103665228
(input,2622) -> 1.2783498310210728
(produces,2622) -> 1.4550487172067852
(given,2622) -> 1.3802392235335523
(output,2622) -> 1.3074419117716531
(discusses,2622) -> 1.3807265032168474
(issues,2622) -> 1.4326539653179988
(surrounding,2622) -> 1.640932502349644
(selection,2622) -> 1.3829255800771403
(suitable,2622) -> 1.3744448103665228
(two,2622) -> 1.2113972375014241
(different,2622) -> 1.308380936013329
(plausible,2622) -> 1.70113850148244
(arguments,2622) -> 1.4659202496713037
(penetration,2622) -> 1.70113850148244
(exceedingly,2622) -> 1.640932502349644
(difficult,2622) -> 1.3974357135068625
(argued,2622) -> 1.492859964450795
(rigorous,2622) -> 1.5613445006152364
(results,2622) -> 1.2342477512522538
(unlikely,2622) -> 1.640932502349644
(finally,2622) -> 1.3648902540073227
(human,2622) -> 1.4028661627155854
(engineering,2622) -> 1.4366946425356562
(problems,2622) -> 1.231477528872808
(relating,2622) -> 1.4287929342789214
(discussed,2622) -> 1.2123295422988247
(new,2623) -> 1.3904129187537564
(technique,2623) -> 1.408979635486457
(compression,2623) -> 1.9678775053614124
(storage,2623) -> 2.1897221619552822
(data,2623) -> 1.6273509621067404
(widespread,2623) -> 1.8352308358040665
(tendency,2623) -> 2.0095237508975123
(toward,2623) -> 1.6668475096974313
(large,2623) -> 1.4208848195753019
(programs,2623) -> 1.3641309144436493
(blocks,2623) -> 1.6668475096974313
(text,2623) -> 1.596563054592467
(produced,2623) -> 1.6623928558447707
(need,2623) -> 1.5598725682371244
(efficient,2623) -> 1.4595292363491308
(methods,2623) -> 1.416806667436298
(compressing,2623) -> 2.0095237508975123
(storing,2623) -> 1.767190841585425
(paper,2623) -> 1.2890677501525207
(describes,2623) -> 1.5155503716970355
(techniques,2623) -> 2.2408746844026637
(cases,2623) -> 1.593805545937137
(decrease,2623) -> 1.8675341734734188
(size,2623) -> 2.0342999986485832
(factor,2623) -> 1.6969063864804605
(two,2623) -> 1.35232872916904
(four,2623) -> 1.5993741104380879
(involve,2623) -> 1.8675341734734188
(special,2623) -> 1.5324024961778502
(handling,2623) -> 1.6345441720280791
(leading,2623) -> 1.8214332740846584
(trailing,2623) -> 2.1685641691374
(blanks,2623) -> 2.068220837249406
(encoding,2623) -> 1.7972497183684544
(symbols,2623) -> 1.6714436045259757
(groups,2623) -> 1.7423129688197903
(fixed,2623) -> 2.187611091874274
(unique,2623) -> 1.776533749452173
(point,2623) -> 1.5033524376048835
(numbers,2623) -> 1.5665041778094375
(efficiency,2623) -> 1.5598725682371244
(system,2623) -> 1.2671806635241336
(considered,2623) -> 1.4907562506417502
(pertinent,2623) -> 1.8214332740846584
(statistics,2623) -> 2.455648808452187
(given,2623) -> 1.3168660196112936
(compared,2623) -> 1.5435437480068332
(information,2623) -> 1.3800681741737668
(coding,2623) -> 1.6309695502308215
(formal,2624) -> 1.8787522402029997
(requirements,2624) -> 1.4151486168494858
(virtualizable,2624) -> 1.87642312685305
(third,2624) -> 3.204662511748219
(generation,2624) -> 2.660594467397943
(architectures,2624) -> 1.681885314257139
(virtual,2624) -> 2.5214284395194033
(machine,2624) -> 1.6648006241782594
(systems,2624) -> 1.7524490405708257
(implemented,2624) -> 1.3953533053375797
(limited,2624) -> 1.4474222909443502
(number,2624) -> 1.253582703394482
(computer,2624) -> 1.547288632212123
(e,2624) -> 1.8398088523556868
(g,2624) -> 1.9871067951849724
(cp,2624) -> 1.87642312685305
(67,2624) -> 2.232149911126988
(ibm,2624) -> 1.3819922255308381
(360,2624) -> 1.4935533975924862
(previous,2624) -> 1.4814772276988475
(empirical,2624) -> 1.490406115765481
(studies,2624) -> 1.5269381246850406
(known,2624) -> 1.4020163540304398
(certain,2624) -> 1.3398911179334905
(dec,2624) -> 1.6651486168494858
(pdp,2624) -> 1.5979372887763408
(10,2624) -> 1.5359911678486518
(cannot,2624) -> 1.5359911678486518
(support,2624) -> 2.081634913294997
(system,2624) -> 1.4007709952862004
(paper,2624) -> 1.2168008126143905
(model,2624) -> 1.352195623601036
(like,2624) -> 1.4759081290210594
(developed,2624) -> 1.3253931311890688
(techniques,2624) -> 1.310218671100666
(used,2624) -> 1.24581206847647
(derive,2624) -> 1.5979372887763408
(precise,2624) -> 1.5979372887763408
(sufficient,2624) -> 1.4935533975924862
(conditions,2624) -> 1.4136085396732812
(test,2624) -> 1.400650630105064
(whether,2624) -> 1.4759081290210594
(architecture,2624) -> 1.5824003120891297
(machines,2624) -> 1.4759081290210594
(capability,2625) -> 3.143964671394607
(based,2625) -> 1.9306560133019977
(addressing,2625) -> 3.143964671394607
(various,2625) -> 1.3584526250265188
(schemes,2625) -> 2.081634913294997
(making,2625) -> 1.5185821858133033
(use,2625) -> 1.7212183472964433
(segment,2625) -> 2.1648006241782594
(tables,2625) -> 1.4283252044784867
(examined,2625) -> 1.4538741068459216
(inadequacies,2625) -> 2.4033612515380907
(dealing,2625) -> 1.62642312685305
(shared,2625) -> 1.5146336190174952
(addresses,2625) -> 1.616074955563494
(explained,2625) -> 1.5458683031695704
(traced,2625) -> 1.7259081290210594
(lack,2625) -> 1.62642312685305
(efficient,2625) -> 1.6892938545236962
(absolute,2625) -> 2.301301260210128
(address,2625) -> 3.043294509513244
(objects,2625) -> 1.4786569750964254
(systems,2625) -> 1.5016326937138837
(direct,2625) -> 1.470610804253575
(shown,2625) -> 1.303359109013931
(overcome,2625) -> 1.62642312685305
(difficulties,2625) -> 1.5688108965084815
(provides,2625) -> 1.3953533053375797
(needed,2625) -> 1.4655599577315033
(implementation,2625) -> 1.6677153960086213
(discussed,2625) -> 1.265411927873531
(predicted,2625) -> 1.7016806257690453
(tags,2625) -> 1.87642312685305
(identify,2625) -> 1.616074955563494
(capabilities,2625) -> 1.9687453916726025
(dominate,2625) -> 1.7571428131731344
(hardware,2625) -> 1.421537142967583
(translation,2625) -> 1.490406115765481
(scheme,2625) -> 1.8124394575657043
(never,2625) -> 1.62642312685305
(requires,2625) -> 1.4265879894896547
(modification,2625) -> 1.5226797898603455
(representation,2625) -> 1.40339947618043
(suggested,2625) -> 1.441332454479489
(uses,2625) -> 1.410592411822936
(main,2625) -> 1.8749088258698543
(memory,2625) -> 1.6829067105054818
(hash,2625) -> 2.1252100011544472
(table,2625) -> 1.8430742859351656
(obtaining,2625) -> 1.5458683031695704
(location,2625) -> 1.5359911678486518
(given,2625) -> 1.2376495147084703
(unique,2625) -> 1.5824003120891297
(code,2625) -> 1.3831411634531254
(avoided,2625) -> 1.7571428131731344
(recently,2625) -> 1.5108236273783109
(accessed,2625) -> 1.637862499493219
(segments,2625) -> 1.5626050005772236
(means,2625) -> 1.387862499493219
(set,2625) -> 1.2923081933909177
(associative,2625) -> 1.637862499493219
(registers,2625) -> 1.616074955563494
(computer,2625) -> 1.1824295440707078
(using,2625) -> 1.2661958563367457
(may,2625) -> 1.3022568292876673
(substantially,2625) -> 1.606627815341144
(superior,2625) -> 1.5359911678486518
(present,2625) -> 1.40339947618043
(basis,2625) -> 1.4374544129349272
(protection,2625) -> 1.5269381246850406
(simplicity,2625) -> 1.5898911179334905
(programming,2625) -> 1.2435533975924862
(conventions,2625) -> 1.5979372887763408
(protection,2626) -> 2.580814374055122
(control,2626) -> 2.3851185762063505
(information,2626) -> 1.5701022612606503
(sharing,2626) -> 1.8497562667141565
(multics,2626) -> 2.3302972336989716
(design,2626) -> 1.9602874192647528
(mechanisms,2626) -> 2.1023312558741094
(system,2626) -> 1.2003854976431003
(described,2626) -> 1.4523598058627258
(five,2626) -> 1.4873475016612283
(principles,2626) -> 1.5626050005772236
(help,2626) -> 1.5979372887763408
(provide,2626) -> 1.40339947618043
(insight,2626) -> 1.681885314257139
(tradeoffs,2626) -> 1.7016806257690453
(among,2626) -> 1.4583986623691207
(different,2626) -> 1.3854761700166611
(possible,2626) -> 1.354833169184363
(designs,2626) -> 1.5979372887763408
(key,2626) -> 1.4538741068459216
(include,2626) -> 1.443324686897308
(access,2626) -> 1.8531759789793092
(lists,2626) -> 1.490406115765481
(hierarchical,2626) -> 1.5979372887763408
(specifications,2626) -> 1.5226797898603455
(identification,2626) -> 1.5753931311890688
(authentication,2626) -> 1.7259081290210594
(users,2626) -> 1.4265879894896547
(primary,2626) -> 1.5458683031695704
(memory,2626) -> 1.341453355252741
(paper,2626) -> 1.2168008126143905
(ends,2626) -> 1.7571428131731344
(discussion,2626) -> 1.4583986623691207
(several,2626) -> 1.3233762257520605
(known,2626) -> 1.4020163540304398
(weaknesses,2626) -> 1.7571428131731344
(current,2626) -> 1.4583986623691207
(mechanism,2626) -> 1.5313703164251486
(scheduling,2627) -> 1.3011204171793636
(independent,2627) -> 1.8711322569246314
(tasks,2627) -> 2.4169875104670626
(reduce,2627) -> 1.3457214572088687
(mean,2627) -> 2.756460415616802
(finishing,2627) -> 3.3371283382748
(time,2627) -> 1.9224937334435772
(sequencing,2627) -> 1.4044185435607626
(minimize,2627) -> 1.7278244042260935
(system,2627) -> 1.1335903317620668
(desirable,2627) -> 1.3605449710983324
(user,2627) -> 1.2414646093459545
(also,2627) -> 1.1900340870868833
(tends,2627) -> 1.4434324112329904
(point,2627) -> 1.2516762188024417
(storage,2627) -> 1.198287026992547
(required,2627) -> 1.2365554461229087
(hold,2627) -> 1.4337670867367094
(incomplete,2627) -> 1.3750700003848157
(paper,2627) -> 1.1445338750762604
(deterministic,2627) -> 1.4176154179020333
(model,2627) -> 1.2347970824006906
(introduced,2627) -> 1.3071557792884376
(new,2627) -> 1.3904129187537564
(results,2627) -> 1.195206459376878
(derived,2627) -> 1.2810247619783885
(extend,2627) -> 1.3986248591842272
(generalize,2627) -> 1.4434324112329904
(algorithms,2627) -> 1.4112836336252337
(known,2627) -> 1.2680109026869597
(minimizing,2627) -> 1.3542468776167658
(addition,2627) -> 1.2891400826283426
(presenting,2627) -> 1.534110418624703
(analyzing,2627) -> 1.3711564844098951
(shown,2627) -> 1.2022394060092874
(general,2627) -> 1.1912929434019577
(problem,2627) -> 1.1733849426606304
(polynomial,2627) -> 1.274726668496822
(complete,2627) -> 1.2879235428380928
(hence,2627) -> 1.4107166370423292
(unlikely,2627) -> 1.534110418624703
(admit,2627) -> 1.5047618754487562
(non,2627) -> 1.335721802262988
(enumerative,2627) -> 1.5047618754487562
(solution,2627) -> 1.2142640698953575
(minimal,2628) -> 1.560464132303407
(total,2628) -> 1.529279998181959
(processing,2628) -> 1.342341848428282
(time,2628) -> 1.5271392762534726
(drum,2628) -> 2.272536517976784
(disk,2628) -> 1.8822290611728487
(scheduling,2628) -> 2.8067225030761813
(disciplines,2628) -> 1.7792975020081587
(article,2628) -> 1.3214885717584135
(investigates,2628) -> 1.3896487510040794
(application,2628) -> 1.2022553422818287
(mtpt,2628) -> 3.5040660767230003
(rotating,2628) -> 1.3896487510040794
(storage,2628) -> 1.3399206177015093
(units,2628) -> 1.6833569014586751
(random,2628) -> 1.225181940242558
(arrival,2628) -> 1.414804645154891
(requests,2628) -> 1.3062806673420866
(allowed,2628) -> 1.352042831750568
(fixed,2628) -> 1.5089761822318315
(head,2628) -> 2.4318242899498284
(moving,2628) -> 1.7289857137065359
(considered,2628) -> 1.210324107417893
(emphasis,2628) -> 1.2802320661517035
(placed,2628) -> 1.3119247446683258
(relative,2628) -> 1.2619420927823546
(merits,2628) -> 1.3896487510040794
(discipline,2628) -> 3.727541257028556
(respect,2628) -> 1.2784842866635588
(shortest,2628) -> 1.3718003600600366
(latency,2628) -> 1.414804645154891
(first,2628) -> 1.1964798198453135
(sltf,2628) -> 2.831235720998982
(results,2628) -> 1.1673198223230385
(simulation,2628) -> 1.2274112364326404
(studies,2628) -> 1.3011074998200232
(presented,2628) -> 1.13210964739094
(show,2628) -> 1.2735182714836715
(neither,2628) -> 1.352042831750568
(unconditionally,2628) -> 1.5008132153445999
(superior,2628) -> 1.3062806673420866
(applications,2628) -> 1.210324107417893
(preferable,2628) -> 1.4009603575823115
(intra,2628) -> 1.5008132153445999
(cylinder,2628) -> 1.4578089302497454
(offers,2628) -> 1.364492856853268
(distinct,2628) -> 1.3416784507293376
(advantage,2628) -> 1.2877615447968467
(computational,2628) -> 1.260635895719516
(requirements,2628) -> 1.237227781056849
(algorithm,2628) -> 1.1224823373196713
(implements,2628) -> 1.5008132153445999
(shown,2628) -> 1.173348062293675
(comparable,2628) -> 1.3370806388191374
(algorithms,2628) -> 1.1762644144108143
(cases,2628) -> 1.2544880911159157
(sorting,2628) -> 1.2632763822472324
(procedure,2628) -> 1.1920463578824607
(consuming,2628) -> 1.364492856853268
(phase,2628) -> 1.3287960749651822
(unix,2629) -> 2.40227700296488
(time,2629) -> 1.1844987466887154
(sharing,2629) -> 1.3399025066856627
(system,2629) -> 1.8015419905724008
(general,2629) -> 1.2295515320823494
(purpose,2629) -> 1.2952617459453981
(multi,2629) -> 1.4366946425356562
(user,2629) -> 1.8692725936454364
(interactive,2629) -> 1.3630992854767374
(operating,2629) -> 1.611187560849341
(digital,2629) -> 1.30113850148244
(equipment,2629) -> 1.4326539653179988
(corporation,2629) -> 1.510289999594575
(pdp,2629) -> 1.4783498310210725
(11,2629) -> 2.0910165028114225
(40,2629) -> 1.460314504951255
(45,2629) -> 1.5613445006152364
(computers,2629) -> 1.2875013291332076
(offers,2629) -> 1.510289999594575
(number,2629) -> 1.2028661627155854
(features,2629) -> 1.3173228830072252
(seldom,2629) -> 1.640932502349644
(found,2629) -> 1.3399025066856627
(even,2629) -> 1.3685869351461253
(larger,2629) -> 1.4287929342789214
(systems,2629) -> 1.2006530774855535
(including,2629) -> 1.6999270606958836
(1,2629) -> 1.2670861584034485
(hierarchical,2629) -> 1.4783498310210725
(file,2629) -> 1.914052764623579
(incorporating,2629) -> 1.4719128943467923
(demountable,2629) -> 1.70113850148244
(volumes,2629) -> 1.6057142505385076
(2,2629) -> 1.2831574791945604
(compatible,2629) -> 1.4853022522729151
(device,2629) -> 1.4001085058184588
(inter,2629) -> 1.6057142505385076
(process,2629) -> 1.2817564988808288
(3,2629) -> 1.3261262488041
(ability,2629) -> 1.4181438318882764
(initiate,2629) -> 1.640932502349644
(asynchronous,2629) -> 1.5321188934795886
(processes,2629) -> 1.3284739294583487
(4,2629) -> 1.37648864340286
(command,2629) -> 1.8653079306359976
(language,2629) -> 1.204849975781979
(selectable,2629) -> 1.70113850148244
(per,2629) -> 1.387498156669041
(basis,2629) -> 1.3499635303479418
(5,2629) -> 1.4028661627155854
(100,2629) -> 1.4719128943467923
(subsystems,2629) -> 1.5455082514057112
(dozen,2629) -> 1.6057142505385076
(languages,2629) -> 1.2783498310210728
(paper,2629) -> 1.1734406500915124
(discusses,2629) -> 1.3807265032168474
(nature,2629) -> 1.4057142505385074
(implementation,2629) -> 1.2670861584034485
(interface,2629) -> 1.4783498310210725
(computing,2630) -> 1.494834402780754
(sets,2630) -> 1.5910995825297438
(shortest,2630) -> 3.6026025204202563
(paths,2630) -> 2.6176741742430503
(graph,2630) -> 2.8429346757306257
(two,2630) -> 1.35232872916904
(algorithms,2630) -> 1.8225672672504674
(presented,2630) -> 1.3082558439121934
(construct,2630) -> 1.7278244042260935
(k,2630) -> 1.6914429144177374
(every,2630) -> 2.4051683324934414
(pair,2630) -> 2.6176741742430503
(vertices,2630) -> 2.670461671608133
(directed,2630) -> 2.372356317379987
(generalize,2630) -> 1.886864822465981
(floyd,2630) -> 1.9355741676920604
(algorithm,2630) -> 1.2857921204125664
(dantzig,2630) -> 2.068220837249406
(finding,2630) -> 1.5993741104380879
(path,2630) -> 1.6810981698377478
(information,2631) -> 2.1402045225213007
(theoretic,2631) -> 1.8675341734734188
(approach,2631) -> 1.488099940751325
(text,2631) -> 2.193126109184934
(searching,2631) -> 1.6538748210206413
(direct,2631) -> 2.2549621446762
(access,2631) -> 2.137567971972412
(systems,2631) -> 1.3344217958092557
(using,2631) -> 1.354927808448994
(computer,2631) -> 1.243239392094277
(files,2631) -> 1.6111982164921608
(bibliographic,2631) -> 2.068220837249406
(attempt,2631) -> 1.6810981698377478
(made,2631) -> 1.4639163850351211
(overcome,2631) -> 1.8352308358040665
(one,2631) -> 1.3418951881516832
(problems,2631) -> 1.3857958814546798
(often,2631) -> 1.596563054592467
(associated,2631) -> 1.5782801652566851
(retrieval,2631) -> 2.0832526100876056
(namely,2631) -> 1.886864822465981
(maintenance,2631) -> 1.7972497183684544
(use,2631) -> 1.320541487687308
(large,2631) -> 1.4208848195753019
(dictionaries,2631) -> 2.0095237508975123
(greater,2631) -> 1.7025841662467207
(part,2631) -> 1.5204032784206771
(used,2631) -> 1.6554988492705867
(infrequently,2631) -> 2.068220837249406
(novel,2631) -> 1.850483332657625
(method,2631) -> 1.6097519335904673
(presented,2631) -> 1.3082558439121934
(maps,2631) -> 1.8088370871215251
(hyperbolic,2631) -> 2.0095237508975123
(frequency,2631) -> 1.7210899421966646
(distribution,2631) -> 2.124099047913554
(suited,2631) -> 1.7501400007696313
(implementation,2631) -> 1.4451435973390807
(storage,2631) -> 1.396574053985094
(devices,2631) -> 1.6623928558447707
(treats,2631) -> 1.9091804190095187
(string,2631) -> 1.6274810723381
(characters,2631) -> 1.6458302611150684
(rather,2631) -> 1.585834826802
(words,2631) -> 1.6207466103086707
(bounded,2631) -> 1.7501400007696313
(spaces,2631) -> 2.0095237508975123
(chooses,2631) -> 2.1685641691374
(subsets,2631) -> 1.8088370871215251
(strings,2631) -> 1.593805545937137
(frequencies,2631) -> 2.70096666531525
(occurrence,2631) -> 1.886864822465981
(even,2631) -> 1.6143115585768752
(word,2631) -> 1.6143115585768752
(types,2631) -> 1.5494533369936438
(members,2631) -> 1.7865214905779871
(subset,2631) -> 1.6861781586899935
(index,2631) -> 1.7278244042260935
(keys,2631) -> 1.7584145286779753
(rectangular,2631) -> 1.767190841585425
(key,2631) -> 1.6051654757945621
(results,2631) -> 1.3904129187537564
(much,2631) -> 1.5782801652566851
(simplified,2631) -> 1.8088370871215251
(file,2631) -> 1.5078070914575439
(organization,2631) -> 1.562049523956777
(promises,2631) -> 2.0095237508975123
(considerable,2631) -> 1.767190841585425
(cost,2631) -> 1.5306262183428276
(advantages,2631) -> 1.6143115585768752
(hydra,2632) -> 3.3371283382748
(kernel,2632) -> 2.8711483353841207
(multiprocessor,2632) -> 1.7972497183684544
(operating,2632) -> 2.0186459347489016
(system,2632) -> 1.8015419905724008
(paper,2632) -> 1.2890677501525207
(describes,2632) -> 1.5155503716970355
(design,2632) -> 1.4267944085621123
(philosophy,2632) -> 2.53438168317085
(c,2632) -> 1.6969063864804605
(mmp,2632) -> 2.1685641691374
(carnegie,2632) -> 2.068220837249406
(mellon,2632) -> 2.068220837249406
(multi,2632) -> 1.7278244042260935
(mini,2632) -> 2.0095237508975123
(processor,2632) -> 1.5884432726393187
(realized,2632) -> 1.8214332740846584
(introduction,2632) -> 2.4169875104670626
(generalized,2632) -> 1.6419696369317967
(notion,2632) -> 1.8088370871215251
(resource,2632) -> 1.6810981698377478
(physical,2632) -> 1.7084937552335313
(virtual,2632) -> 1.676190417564179
(called,2632) -> 1.5306262183428276
(object,2632) -> 2.815496427383686
(mechanisms,2632) -> 2.469775007832146
(presented,2632) -> 1.3082558439121934
(dealing,2632) -> 1.8352308358040665
(objects,2632) -> 1.638209300128567
(including,2632) -> 1.5832725505799028
(creation,2632) -> 2.7350683469468375
(new,2632) -> 2.1712387562612694
(types,2632) -> 1.5494533369936438
(specification,2632) -> 1.6207466103086707
(operations,2632) -> 1.958337763777359
(applicable,2632) -> 1.6081504233455375
(given,2632) -> 1.6337320392225871
(type,2632) -> 2.075731936481146
(sharing,2632) -> 1.5665041778094375
(protection,2632) -> 1.7025841662467207
(reference,2632) -> 1.6207466103086707
(improper,2632) -> 1.9678775053614124
(application,2632) -> 1.471929131990934
(defined,2632) -> 1.5187675002557623
(respect,2632) -> 1.6497966688816375
(provide,2632) -> 1.537865968240573
(coherent,2632) -> 2.1685641691374
(basis,2632) -> 1.5832725505799028
(extension,2632) -> 1.5807548379497542
(two,2632) -> 1.35232872916904
(directions,2632) -> 1.7972497183684544
(facilities,2632) -> 1.6309695502308215
(highly,2632) -> 1.6714436045259757
(secure,2632) -> 1.8675341734734188
(systems,2632) -> 1.3344217958092557
(compact,2633) -> 2.1648006241782594
(representation,2633) -> 1.8067989523608599
(contour,2633) -> 3.391749155105363
(plots,2633) -> 3.9036325160842376
(phone,2633) -> 3.4034968838111643
(line,2633) -> 1.4062197287828522
(transmission,2633) -> 1.5408174566474986
(methods,2633) -> 1.625210001154447
